date,bitcoin_price,bitcoin_market_cap,bitcoin_volume,ethereum_price,ethereum_market_cap,ethereum_volume
2019-07-01,10577.63,,39825.95471069,293.7,,184839.74588246
2019-07-02,10829.18,,43614.89365309,291.25,,221624.50052172
2019-07-03,11976.42,,38216.68004129,301.79,,105705.70508639
2019-07-04,11136.0,,22601.37480257,282.8,,100227.78726344
2019-07-05,11004.51,,20737.37976413,288.0,,106439.56862999
2019-07-06,11237.77,,15612.77821957,287.57,,67042.77052392
2019-07-07,11474.42,,11293.22901394,306.34,,124381.70907471
2019-07-08,12293.53,,20423.56124492,313.24,,107535.39042955
2019-07-09,12571.11,,27431.42201721,307.92,,127696.99944532
2019-07-10,12097.96,,41379.8431996,288.64,,188864.02455619
2019-07-11,11349.0,,37301.32072503,268.68,,220929.69769032
2019-07-12,11802.0,,18541.25295757,275.55,,87768.42959196
2019-07-13,11370.08,,18417.60494114,269.04,,82315.42742837
2019-07-14,10185.03,,25829.61014172,225.76,,233603.44513134
2019-07-15,10854.47,,34137.37304062,228.28,,396067.77282556
2019-07-16,9422.72,,43610.3814887,198.89,,405991.73776733
2019-07-17,9696.31,,35319.410925,211.4,,264597.39633053
2019-07-18,10649.07,,33044.50123646,226.31,,227395.84250302
2019-07-19,10538.06,,19729.47932166,221.21,,118256.35139233
2019-07-20,10761.03,,18390.4921253,228.89,,108052.81733306
2019-07-21,10590.7,,11939.86553507,225.64,,91169.56939364
2019-07-22,10323.39,,15798.9279419,217.13,,110967.22826496
2019-07-23,9840.12,,18060.8898857,211.93,,120650.93848248
2019-07-24,9772.6,,18264.50732336,216.59,,162160.41709381
2019-07-25,9883.33,,13297.26756531,219.28,,104748.44286272
2019-07-26,9843.0,,10732.61028519,219.35,,75266.41662311
2019-07-27,9479.98,,18982.08417104,207.11,,130620.90261067
2019-07-28,9533.0,,10054.74987437,211.5,,81987.96383481
2019-07-29,9495.01,,10565.16661892,210.73,,93192.25144299
2019-07-30,9589.01,,9411.16267094,209.83,,55786.22007482
2019-07-31,10087.3,,12849.73773412,218.7,,65562.00210273
2019-08-01,10405.94,,14432.5695627,217.55,,63542.11348322
2019-08-02,10533.01,,13217.84401203,217.8,,76956.2426997
2019-08-03,10820.76,,10082.35714313,222.14,,72439.25920706
2019-08-04,10977.51,,11813.6738868,222.81,,42059.8553061
2019-08-05,11819.49,,23345.19630495,233.0,,122200.24027698
2019-08-06,11465.49,,24773.04936684,225.81,,116406.49371703
2019-08-07,11975.03,,22145.48730119,225.8,,90294.83853933
2019-08-08,11981.0,,14887.10999049,220.81,,102248.08047428
2019-08-09,11856.1,,11774.51896894,210.3,,86725.7821728
2019-08-10,11280.95,,13852.24742434,206.1,,78386.70942215
2019-08-11,11540.76,,7329.58936485,216.06,,53920.19155512
2019-08-12,11389.28,,6095.28181493,211.26,,63007.74590222
2019-08-13,10854.92,,12500.34295603,208.58,,84753.26760416
2019-08-14,10025.86,,24889.57722872,186.3,,179928.54755359
2019-08-15,10300.01,,27939.82663467,188.2,,175478.78465505
2019-08-16,10352.78,,19532.59596641,185.26,,68769.95687118
2019-08-17,10217.79,,7307.99789432,185.59,,38299.77489852
2019-08-18,10315.48,,6794.78437545,194.74,,66730.98135188
2019-08-19,10920.0,,12220.3862029,202.32,,66346.48442619
2019-08-20,10769.09,,8820.93622259,196.56,,62215.84391136
2019-08-21,10130.0,,17445.28744509,187.37,,105456.79961362
2019-08-22,10107.15,,10912.33836991,190.41,,77023.06777788
2019-08-23,10410.85,,9413.53218337,194.59,,85533.19472661
2019-08-24,10147.96,,7987.20795651,190.89,,43117.71933613
2019-08-25,10138.72,,7288.06423633,186.59,,42924.71730806
2019-08-26,10361.65,,14125.38101325,188.3,,69639.14164157
2019-08-27,10171.85,,7514.28766499,186.94,,42651.99630144
2019-08-28,9714.31,,17637.06892056,172.79,,115048.02313062
2019-08-29,9495.0,,14421.69716916,168.82,,94511.90637422
2019-08-30,9582.42,,8734.15084369,168.4,,60991.56306126
2019-08-31,9600.86,,4057.20202851,171.93,,38474.87409743
2019-09-01,9766.52,,4200.85038239,171.29,,41984.88292842
2019-09-02,10381.26,,11794.06048881,178.8,,60890.77326734
2019-09-03,10628.48,,15518.02066249,178.96,,76512.19739815
2019-09-04,10581.84,,12180.82546922,174.82,,58944.58363482
2019-09-05,10574.73,,7432.47882878,174.0,,54459.52734815
2019-09-06,10308.92,,15732.60470722,169.2,,79408.28186347
2019-09-07,10484.37,,4381.36082048,178.08,,59067.8275201
2019-09-08,10398.97,,4915.56585169,181.56,,74954.60693096
2019-09-09,10310.0,,9745.07271844,180.63,,65713.85192782
2019-09-10,10093.01,,8098.57574372,179.64,,46977.59300526
2019-09-11,10160.2,,8374.04003496,178.3,,59154.85755616
2019-09-12,10423.72,,7625.24967791,181.09,,32447.47898189
2019-09-13,10365.93,,6909.03483326,181.65,,51330.3237735
2019-09-14,10360.25,,4470.31545378,188.85,,59593.5066095
2019-09-15,10304.46,,2745.26528355,189.3,,69949.05939013
2019-09-16,10262.54,,7785.7271484,197.59,,112064.05199504
2019-09-17,10185.39,,5716.08222324,207.95,,180307.35677094
2019-09-18,10155.26,,5627.58140023,210.27,,111866.08222226
2019-09-19,10275.01,,15625.02434239,220.8,,167317.15562892
2019-09-20,10168.85,,6183.91792313,218.06,,91581.94212672
2019-09-21,9973.99,,5043.0795144,214.8,,65798.83554123
2019-09-22,10026.8,,5276.95241027,211.1,,64814.29444826
2019-09-23,9693.74,,11355.88878537,200.8,,92704.99923469
2019-09-24,8530.01,,38736.2261491,166.26,,405426.94795946
2019-09-25,8438.35,,23524.43263014,170.0,,183524.37413052
2019-09-26,8060.0,,27664.78945578,165.85,,188006.849955
2019-09-27,8193.99,,15914.66412076,174.44,,109649.43559361
2019-09-28,8217.47,,9039.55200543,173.9,,75406.27245908
2019-09-29,8052.4,,7142.36916333,169.38,,72173.97481869
2019-09-30,8304.96,,15142.61949966,181.17,,126949.56757796
2019-10-01,8321.52,,12266.35796784,176.15,,97883.38773094
2019-10-02,8381.72,,7016.97195206,180.82,,73478.77608148
2019-10-03,8240.41,,7778.11842343,175.05,,70968.26833233
2019-10-04,8156.67,,7715.28010237,175.97,,52275.84820737
2019-10-05,8147.63,,3826.82870697,176.73,,32009.68689295
2019-10-06,7859.79,,8697.93975986,170.18,,57631.70410292
2019-10-07,8209.0,,10012.00725014,180.26,,90340.80934495
2019-10-08,8180.0,,5857.54021433,180.72,,67362.24343145
2019-10-09,8590.0,,14459.7776891,193.26,,147160.11182224
2019-10-10,8587.5,,7908.66988763,191.79,,86674.1411952
2019-10-11,8267.33,,12446.84471206,180.84,,121748.84380072
2019-10-12,8309.03,,3046.40450951,179.86,,57840.90237742
2019-10-13,8282.97,,5858.03981575,181.18,,51204.16843879
2019-10-14,8355.0,,4462.4931302,186.85,,60870.08017908
2019-10-15,8162.44,,8558.56827956,180.58,,119904.59634039
2019-10-16,7993.54,,8489.99546525,174.5,,83244.34068561
2019-10-17,8076.2,,4909.27039643,177.31,,67073.57692863
2019-10-18,7954.16,,7071.35598576,172.96,,80245.09602392
2019-10-19,7965.28,,4839.48919554,172.09,,47766.30788022
2019-10-20,8236.12,,6162.04807515,175.49,,43323.2493949
2019-10-21,8209.92,,6137.13312184,174.37,,69165.37852042
2019-10-22,8024.72,,6015.86741941,171.3,,41854.53917383
2019-10-23,7474.85,,19159.93039884,162.49,,204251.4778462
2019-10-24,7430.87,,7972.6408295,160.67,,56468.22413448
2019-10-25,8668.0,,27140.20895781,181.66,,158620.93268548
2019-10-26,9259.78,,53383.40194086,180.03,,241944.54485677
2019-10-27,9548.84,,19636.4291242,184.41,,85150.97041769
2019-10-28,9226.5,,16736.97258328,182.02,,83795.56183726
2019-10-29,9430.8,,12640.19748534,191.1,,67590.05967617
2019-10-30,9164.44,,9862.67699421,183.38,,74614.13014363
2019-10-31,9159.48,,8326.9619179,182.38,,63173.80698137
2019-11-01,9253.12,,7774.27145408,183.19,,61313.90214742
2019-11-02,9308.52,,4559.26538837,183.25,,29643.79000242
2019-11-03,9206.52,,4294.50041401,181.73,,23415.99177531
2019-11-04,9412.53,,8361.9587774,186.25,,52941.33587948
2019-11-05,9322.09,,7581.21667266,188.88,,71159.65174538
2019-11-06,9341.27,,6829.68611819,191.13,,53163.07554597
2019-11-07,9198.84,,5989.36091519,186.42,,44563.94990128
2019-11-08,8763.01,,12876.55531942,183.62,,66332.92266474
2019-11-09,8807.89,,4175.00938447,184.77,,31447.97094429
2019-11-10,9032.23,,6070.46798596,188.88,,44224.51984423
2019-11-11,8721.54,,7049.92853839,184.65,,34818.77604733
2019-11-12,8810.0,,6272.86259557,186.98,,41578.59846537
2019-11-13,8758.34,,4486.2787504,187.72,,33802.01492951
2019-11-14,8630.0,,5607.47902352,184.55,,81996.7273791
2019-11-15,8457.48,,10940.91541078,179.82,,97521.84219423
2019-11-16,8481.0,,2712.33956982,182.25,,32159.27524038
2019-11-17,8500.01,,3754.24485434,183.88,,34966.19809893
2019-11-18,8168.84,,9864.11956342,177.85,,57753.51387824
2019-11-19,8123.36,,7360.99550259,175.73,,45880.80040413
2019-11-20,8082.96,,5296.45566165,174.35,,48839.47664908
2019-11-21,7616.46,,16947.0184322,160.82,,142035.81431758
2019-11-22,7283.03,,33676.50950942,149.97,,282192.72934448
2019-11-23,7329.29,,7728.4239895,152.0,,88211.89264035
2019-11-24,6908.64,,10695.00788503,139.99,,86567.95699641
2019-11-25,7127.01,,27124.48255363,145.91,,223502.71656311
2019-11-26,7162.67,,11857.43287032,147.83,,72544.44431373
2019-11-27,7523.72,,19213.98364601,153.0,,129890.14649212
2019-11-28,7432.41,,8646.63700515,151.01,,56243.39113343
2019-11-29,7760.0,,10862.78844038,154.75,,82606.47013886
2019-11-30,7555.92,,6130.42566398,151.78,,45611.17813513
2019-12-01,7404.27,,8692.58780339,150.97,,59294.95282201
2019-12-02,7305.01,,7029.95625983,148.97,,42531.00970201
2019-12-03,7302.94,,6169.03965176,147.33,,39186.51439846
2019-12-04,7198.99,,16490.16548626,145.5,,100067.8290018
2019-12-05,7393.54,,9248.37658376,148.18,,48788.47831841
2019-12-06,7540.08,,9346.34006931,148.82,,45179.42472738
2019-12-07,7502.19,,4876.33856339,147.43,,22433.78975537
2019-12-08,7520.0,,4243.5281669,150.71,,34863.39671715
2019-12-09,7337.51,,10252.89331517,147.3,,46803.5083513
2019-12-10,7219.37,,7187.10559074,145.55,,42296.17158865
2019-12-11,7201.23,,5951.55939387,143.29,,32984.0629026
2019-12-12,7185.91,,8578.07225074,144.69,,71296.16682566
2019-12-13,7249.9,,6119.05346128,144.7,,40038.07083
2019-12-14,7062.91,,4334.04050458,141.73,,35634.32109091
2019-12-15,7111.0,,4905.19442136,142.38,,38771.46693104
2019-12-16,6877.03,,13170.13695005,132.36,,112774.91970049
2019-12-17,6616.62,,14047.39777918,121.83,,190028.12824453
2019-12-18,7285.53,,23097.53223695,132.89,,203446.51981441
2019-12-19,7149.12,,10503.10731585,128.18,,93934.20288922
2019-12-20,7190.0,,6020.22689987,128.37,,44379.22091837
2019-12-21,7143.01,,3423.26190789,127.09,,25941.74023594
2019-12-22,7513.06,,10202.17603024,132.4,,40439.9594125
2019-12-23,7310.79,,15139.33988185,127.78,,62248.12241615
2019-12-24,7255.01,,7797.31351736,127.71,,34976.25422744
2019-12-25,7192.12,,3299.65944044,125.0,,45117.58085216
2019-12-26,7194.13,,7669.0329008,125.49,,51891.10919615
2019-12-27,7245.83,,8492.97603648,126.23,,39780.97303035
2019-12-28,7302.67,,4621.76136294,127.91,,47036.68791942
2019-12-29,7384.89,,6557.31229484,134.3,,64885.83350862
2019-12-30,7218.0,,7347.22088262,131.1,,58811.72784574
2019-12-31,7165.72,,6755.96883486,128.54,,85044.39188554
2020-01-01,7174.33,,3350.63004888,130.19,,57512.49500629
2020-01-02,6945.02,,8010.92738748,126.81,,49211.56901537
2020-01-03,7334.45,,14056.39238489,134.17,,88651.89284841
2020-01-04,7348.63,,4742.46620989,134.14,,31254.84712421
2020-01-05,7355.4,,5942.01494574,135.31,,45353.69311227
2020-01-06,7764.63,,11770.42968139,144.19,,91523.60992709
2020-01-07,8158.52,,19857.45754518,143.08,,96525.42253821
2020-01-08,8045.51,,23927.67532995,140.6,,101682.09291578
2020-01-09,7813.78,,9477.65983784,137.71,,61184.99933797
2020-01-10,8198.09,,13419.69851238,144.72,,137620.99823131
2020-01-11,8020.0,,7557.36879269,142.63,,52850.50876755
2020-01-12,8180.81,,3920.74009838,146.6,,35450.66532334
2020-01-13,8104.5,,6678.02840315,143.51,,44072.65864059
2020-01-14,8815.69,,27075.8082207,165.76,,258408.61594025
2020-01-15,8808.81,,14977.61979023,166.29,,165292.68609565
2020-01-16,8714.76,,9265.76423506,163.93,,88188.75031049
2020-01-17,8899.42,,15447.36512517,169.59,,134919.66648757
2020-01-18,8909.32,,5600.21827844,174.06,,113052.32285408
2020-01-19,8697.53,,15218.51476182,166.75,,113433.68959115
2020-01-20,8628.89,,5605.80561385,166.68,,66340.77435099
2020-01-21,8722.03,,7520.65103045,169.19,,61518.4955582
2020-01-22,8660.38,,5481.36960818,167.68,,49452.51856158
2020-01-23,8385.22,,12206.24491133,162.4,,69309.04423236
2020-01-24,8427.26,,8634.96792308,162.3,,88510.10066684
2020-01-25,8326.81,,3783.20831697,160.12,,36677.5237579
2020-01-26,8595.0,,5497.32293973,167.35,,44653.7353865
2020-01-27,8895.96,,9548.60475006,169.77,,84463.87778454
2020-01-28,9394.5,,17578.54006083,175.99,,102264.17475594
2020-01-29,9288.44,,12233.05063864,173.45,,85409.92407361
2020-01-30,9503.08,,12948.39766745,184.55,,104426.47390742
2020-01-31,9334.98,,9719.06131452,179.74,,108639.77662455
2020-02-01,9380.18,,4387.41986202,183.5,,65650.16851655
2020-02-02,9323.5,,7307.92291459,188.29,,96138.84421015
2020-02-03,9280.49,,11910.28572971,189.42,,89093.19595622
2020-02-04,9164.33,,8190.74898707,188.24,,89059.71463466
2020-02-05,9613.82,,13267.06193659,204.0,,143938.17466042
2020-02-06,9763.01,,12672.13678163,212.95,,162316.43667648
2020-02-07,9808.05,,8516.62840515,223.22,,161651.51487279
2020-02-08,9905.64,,8100.97112281,223.37,,137475.60159995
2020-02-09,10168.35,,9649.74938704,228.8,,111211.55092349
2020-02-10,9851.78,,13249.58715176,222.85,,106485.3898759
2020-02-11,10270.01,,16722.06581913,237.98,,174444.85728588
2020-02-12,10351.13,,13740.9848527,266.49,,293996.34960631
2020-02-13,10236.49,,17101.28534969,268.42,,264197.24736242
2020-02-14,10371.33,,8026.49620683,286.27,,191566.74315799
2020-02-15,9911.22,,12323.28859704,264.92,,251243.79219334
2020-02-16,9921.0,,9430.32887897,258.5,,248679.14437688
2020-02-17,9700.0,,10144.62802455,268.03,,204959.48476961
2020-02-18,10188.04,,11606.56132767,283.31,,211662.70708459
2020-02-19,9600.08,,16637.05014888,258.66,,239803.85463207
2020-02-20,9610.05,,12382.01006133,257.4,,203271.5155604
2020-02-21,9695.66,,7073.36617743,265.8,,136892.24699258
2020-02-22,9668.23,,3301.24362823,262.08,,63814.59112412
2020-02-23,9965.01,,5631.93728472,275.48,,104405.13989679
2020-02-24,9660.0,,11274.83220813,265.31,,197775.66826806
2020-02-25,9305.0,,9370.80406077,246.5,,152709.51365655
2020-02-26,8778.3,,21610.46289952,223.5,,404352.61565839
2020-02-27,8812.49,,14781.02020263,227.63,,342714.17971542
2020-02-28,8708.89,,13643.28590301,227.37,,258340.98757632
2020-02-29,8525.07,,5142.70830477,217.31,,93401.32179224
2020-03-01,8522.31,,7353.13960471,217.26,,144339.90935814
2020-03-02,8915.0,,10216.69254477,232.12,,189047.53250784
2020-03-03,8757.84,,9152.7069265,223.75,,173987.90547375
2020-03-04,8760.66,,5688.58509691,224.56,,106846.75811775
2020-03-05,9070.17,,10073.31421239,228.64,,160025.91518532
2020-03-06,9158.51,,6422.12885254,245.56,,140307.21140132
2020-03-07,8901.37,,6478.25334502,237.75,,147025.87399131
2020-03-08,8037.76,,16591.91410216,199.46,,293962.39516435
2020-03-09,7934.52,,25563.61417462,202.77,,461839.12853606
2020-03-10,7894.68,,17172.47130109,200.5,,184956.93858031
2020-03-11,7938.05,,13647.86513876,194.61,,240340.20653555
2020-03-12,4857.1,,113902.20332904,110.3,,1290935.34805301
2020-03-13,5637.6,,130316.64684438,135.51,,1322282.9798003
2020-03-14,5165.25,,32760.12278053,122.17,,284672.85934781
2020-03-15,5345.35,,43763.76236813,123.3,,438391.83520594
2020-03-16,5037.61,,80184.03685247,111.38,,891238.58022214
2020-03-17,5331.71,,44347.15487325,116.09,,418552.55664492
2020-03-18,5413.64,,37513.03523454,118.6,,306306.60980115
2020-03-19,6186.26,,54666.67461085,136.68,,486951.21183315
2020-03-20,6206.1,,53024.40103701,133.27,,626525.45202553
2020-03-21,6198.78,,23514.96653599,132.79,,259380.31056445
2020-03-22,5818.25,,28089.48698286,122.42,,261957.09352208
2020-03-23,6490.63,,42437.97070062,137.0,,392334.34456747
2020-03-24,6766.64,,40618.19870698,139.0,,328276.63196021
2020-03-25,6690.96,,31266.36827545,136.26,,228043.63383605
2020-03-26,6758.18,,17456.11705058,139.0,,168611.79605607
2020-03-27,6372.36,,20458.24402051,131.56,,173786.92012003
2020-03-28,6251.82,,20353.8748456,131.35,,172811.93639922
2020-03-29,5877.21,,16111.23637843,124.35,,93067.42014241
2020-03-30,6406.4,,23659.80264153,132.32,,154018.23932986
2020-03-31,6424.35,,11939.0253308,133.08,,86613.22974083
2020-04-01,6666.11,,17900.2508585,136.14,,99102.5178578
2020-04-02,6804.52,,28761.00804113,141.53,,214501.14100152
2020-04-03,6741.99,,14953.17963657,141.54,,120557.4337924
2020-04-04,6874.77,,10217.67907796,144.48,,85410.10645987
2020-04-05,6778.25,,8962.91059819,142.79,,64777.90082877
2020-04-06,7341.56,,27992.01318781,171.5,,398555.26124929
2020-04-07,7200.01,,22743.06622044,164.57,,533130.95121358
2020-04-08,7370.11,,15429.12191833,173.36,,192588.6023951
2020-04-09,7293.24,,12369.84267516,169.75,,165254.80474587
2020-04-10,6871.91,,19671.19020798,158.1,,258810.1653336
2020-04-11,6889.65,,8066.07536876,158.55,,96587.83228092
2020-04-12,6908.13,,12733.98839119,158.87,,133037.62244785
2020-04-13,6861.21,,22323.76661709,156.76,,233848.97745777
2020-04-14,6877.37,,12868.6061641,158.65,,198839.23382124
2020-04-15,6624.12,,14753.81361034,152.77,,142489.51028959
2020-04-16,7112.64,,28117.55707545,172.55,,376129.26054849
2020-04-17,7037.46,,13514.57644149,170.89,,136537.58680864
2020-04-18,7261.76,,11510.52116868,187.88,,320092.58324239
2020-04-19,7130.71,,8887.88875146,180.39,,194900.14018716
2020-04-20,6838.19,,18396.60555727,170.5,,280053.96893369
2020-04-21,6853.68,,14467.84248756,171.07,,169875.06657111
2020-04-22,7136.84,,13141.14072302,183.11,,178433.47878367
2020-04-23,7488.83,,22759.36481812,185.66,,271745.32794126
2020-04-24,7514.64,,13764.56695369,187.84,,125300.66822971
2020-04-25,7547.61,,7443.79619621,194.42,,147021.91304917
2020-04-26,7706.4,,9292.64077746,197.83,,134905.32156149
2020-04-27,7789.77,,15455.7361195,196.78,,165535.9963748
2020-04-28,7755.01,,10984.76643504,196.67,,105608.41827873
2020-04-29,8793.75,,48689.75030108,215.66,,377357.2932836
2020-04-30,8624.28,,44843.9646793,206.23,,410315.64169167
2020-05-01,8829.42,,21660.21988892,212.09,,153088.48477931
2020-05-02,8985.58,,10539.26528999,214.25,,86048.74335239
2020-05-03,8909.95,,17147.65372312,210.24,,145164.74879656
2020-05-04,8883.53,,18380.62654424,206.86,,209514.67319864
2020-05-05,9028.79,,16392.29936609,205.43,,126463.17604265
2020-05-06,9155.79,,27650.87868274,199.26,,172142.53654051
2020-05-07,10004.77,,39447.57511824,212.47,,259914.56415047
2020-05-08,9810.0,,26363.71688893,211.59,,156564.17053734
2020-05-09,9537.21,,17931.1748552,210.0,,120178.88081369
2020-05-10,8729.86,,50909.84429757,187.73,,479238.22296594
2020-05-11,8572.4,,39999.37731433,185.93,,266403.27205753
2020-05-12,8821.42,,20219.23699186,190.1,,114408.63558372
2020-05-13,9321.26,,21357.63022841,199.92,,145067.37490257
2020-05-14,9795.34,,28752.36041568,203.4,,169935.22065409
2020-05-15,9312.1,,25180.97967322,194.7,,145885.04950668
2020-05-16,9383.16,,10782.32773503,200.53,,89046.63238362
2020-05-17,9676.63,,13540.66294076,207.05,,114512.3105608
2020-05-18,9728.52,,17710.29958398,214.97,,163043.28096713
2020-05-19,9783.76,,15229.62610784,214.71,,98910.17410947
2020-05-20,9509.41,,16895.54925055,209.96,,104103.82197937
2020-05-21,9061.96,,28081.22890941,198.62,,179532.29834323
2020-05-22,9168.84,,13731.91887098,207.32,,129598.18331979
2020-05-23,9181.76,,6878.84791748,206.66,,67466.85940148
2020-05-24,8715.73,,13004.34567862,199.63,,106095.09791687
2020-05-25,8899.31,,12328.24203695,204.06,,81997.29845547
2020-05-26,8844.42,,11507.43097855,200.91,,100703.87164821
2020-05-27,9208.53,,10936.67835282,208.41,,77179.58901738
2020-05-28,9580.19,,14511.07649252,220.44,,146497.83268041
2020-05-29,9423.84,,10415.42644355,220.62,,135620.52543794
2020-05-30,9700.33,,10509.69814742,243.84,,254679.91896954
2020-05-31,9446.57,,7944.71669301,231.54,,162582.98189044
2020-06-01,10208.96,,21676.60828748,248.41,,216373.63959941
2020-06-02,9522.46,,33220.58268645,237.71,,270793.52134846
2020-06-03,9668.07,,11446.72193696,244.6,,112638.13782506
2020-06-04,9788.03,,12441.27298837,243.18,,159033.0192543
2020-06-05,9613.21,,12495.89785858,240.04,,117168.70393642
2020-06-06,9671.7,,6501.31731671,241.92,,60101.61055226
2020-06-07,9750.12,,11628.94527829,244.81,,128372.56725763
2020-06-08,9781.51,,8533.83614916,246.55,,93327.75056481
2020-06-09,9779.41,,10329.87714811,244.03,,111405.53181014
2020-06-10,9894.04,,12965.42597405,248.16,,142311.15342422
2020-06-11,9268.16,,26779.8793933,230.15,,240083.16277683
2020-06-12,9464.17,,10992.51647836,237.53,,133036.84861839
2020-06-13,9475.0,,4581.79206303,238.17,,46315.99128011
2020-06-14,9325.0,,4829.79726322,231.34,,108186.66771876
2020-06-15,9432.53,,18589.28586581,230.98,,240181.57688417
2020-06-16,9526.25,,10345.29526997,235.34,,86465.3143021
2020-06-17,9457.51,,8937.92623229,233.71,,89376.40701295
2020-06-18,9376.14,,6300.5664912,231.05,,64198.37536142
2020-06-19,9301.91,,7871.9637482,228.66,,66279.2578057
2020-06-20,9355.74,,6900.60934146,228.8,,44777.05564533
2020-06-21,9286.14,,3088.66849893,227.68,,44083.75435657
2020-06-22,9690.74,,11775.73858785,243.23,,166917.79861423
2020-06-23,9623.56,,7946.97355694,243.12,,73617.26296542
2020-06-24,9285.91,,13410.75869027,234.44,,145340.38961032
2020-06-25,9243.51,,13529.05626726,231.97,,115681.75713751
2020-06-26,9155.42,,10702.37319002,229.44,,82611.98976703
2020-06-27,9002.46,,8507.26840968,220.76,,131871.65434052
2020-06-28,9113.24,,5537.7575057,224.76,,67155.35599069
2020-06-29,9184.45,,8658.42672493,227.81,,81211.44620718
2020-06-30,9136.2,,6820.86740899,225.48,,57678.36075887
2020-07-01,9239.97,,7550.15999655,231.03,,91282.48097
2020-07-02,9091.53,,10774.18558946,226.48,,89324.15323347
2020-07-03,9063.87,,7738.46972112,225.06,,67562.68650168
2020-07-04,9138.51,,5300.78823324,229.34,,50798.99631699
2020-07-05,9074.39,,4601.32645918,227.67,,45635.09435721
2020-07-06,9343.31,,9959.28200198,241.65,,140881.46531449
2020-07-07,9253.94,,6326.83865418,239.37,,84359.1623332
2020-07-08,9435.28,,10135.31536748,247.14,,135216.77486401
2020-07-09,9236.95,,8450.14110132,242.0,,107698.9573371
2020-07-10,9291.05,,6892.47061091,241.2,,71281.88112286
2020-07-11,9235.0,,3369.21728725,239.17,,38867.95249326
2020-07-12,9303.37,,5419.21357745,242.81,,61521.88398572
2020-07-13,9236.92,,8698.43618823,239.44,,123671.07492457
2020-07-14,9256.94,,7497.56309216,240.43,,70522.17530535
2020-07-15,9190.16,,7196.32866271,238.33,,116172.66592129
2020-07-16,9130.11,,8765.69858912,233.41,,143676.50946975
2020-07-17,9154.29,,6423.74716202,232.63,,77645.60947152
2020-07-18,9175.85,,4121.62697417,235.72,,48348.08464248
2020-07-19,9212.87,,3520.07247613,239.17,,47600.88537256
2020-07-20,9161.05,,5815.33084221,236.1,,75335.42836551
2020-07-21,9394.14,,9603.9151125,245.65,,132078.78763576
2020-07-22,9536.18,,10362.35264843,264.28,,152721.59642151
2020-07-23,9613.24,,12992.9719195,275.68,,309092.34216714
2020-07-24,9551.21,,9798.89346586,279.59,,180943.23090308
2020-07-25,9711.33,,6973.11089437,305.66,,245086.41093138
2020-07-26,9941.0,,11615.0460936,311.35,,238205.01599146
2020-07-27,11048.91,,41850.57309953,322.24,,412079.37629514
2020-07-28,10934.23,,26011.37513947,317.59,,208395.56039785
2020-07-29,11110.12,,18556.27794282,318.16,,166994.96333734
2020-07-30,11115.95,,12408.70410754,335.31,,175330.87646686
2020-07-31,11351.62,,15747.02174952,346.86,,199448.47978816
2020-08-01,11810.07,,18293.12524307,387.4,,308505.50003166
2020-08-02,11068.54,,28118.42911355,372.21,,573146.54484066
2020-08-03,11233.13,,13783.34037417,386.22,,246596.56665901
2020-08-04,11197.04,,12074.47851394,389.82,,250989.95459676
2020-08-05,11756.75,,16637.78082145,401.21,,208377.2177264
2020-08-06,11773.89,,18053.08146864,395.28,,147321.25541594
2020-08-07,11606.52,,23761.51075422,379.75,,258109.56327072
2020-08-08,11774.98,,7315.88456116,397.51,,109615.57796907
2020-08-09,11688.48,,7595.96106535,390.41,,144028.58904543
2020-08-10,11899.73,,22152.58893673,395.78,,198449.18038811
2020-08-11,11388.53,,20706.60991744,378.88,,231283.21718575
2020-08-12,11566.45,,12809.98917913,387.27,,193171.5051413
2020-08-13,11795.95,,15369.40392513,424.94,,363868.52826094
2020-08-14,11779.0,,13797.82000137,438.83,,320572.96388462
2020-08-15,11859.24,,12567.03859346,432.55,,170960.90077551
2020-08-16,11918.84,,8911.25397878,433.7,,198013.6894012
2020-08-17,12304.26,,23814.66050181,431.5,,221839.14358535
2020-08-18,11950.0,,18628.91287504,422.31,,148682.30738539
2020-08-19,11758.87,,16646.31489492,407.59,,212936.96902525
2020-08-20,11864.26,,8801.17750309,415.92,,146536.51021535
2020-08-21,11529.22,,14865.37875873,388.05,,218376.51497554
2020-08-22,11672.93,,7946.02465327,395.62,,145453.08931908
2020-08-23,11650.01,,5516.17048181,390.9,,79939.92783349
2020-08-24,11753.85,,7253.01922609,407.76,,153521.94600679
2020-08-25,11324.92,,14348.63533296,383.33,,189576.54223265
2020-08-26,11463.27,,9124.5541845,386.1,,131417.52221164
2020-08-27,11330.06,,13517.39421459,383.25,,121889.95194935
2020-08-28,11535.0,,10373.89590327,395.47,,123755.41938251
2020-08-29,11474.31,,5417.54146196,398.58,,89963.76995825
2020-08-30,11716.01,,5594.22582376,428.94,,170379.4456584
2020-08-31,11655.0,,9123.59353747,433.89,,168619.80537213
2020-09-01,11924.22,,16057.64432384,475.57,,333743.62207967
2020-09-02,11395.48,,19721.44316904,440.02,,320308.05438354
2020-09-03,10172.52,,30364.24398441,382.87,,407832.29146336
2020-09-04,10500.05,,23366.46467779,388.96,,286186.00739699
2020-09-05,10168.36,,22450.75807716,335.25,,607878.87819331
2020-09-06,10257.86,,9516.19303239,352.77,,266338.83290829
2020-09-07,10375.0,,11996.92866276,353.71,,215514.08931085
